
Exile On Main St.,Turd On The Run,positive,0.32457593083381653
Exile On Main St.,Ventilator Blues,positive,0.31228750944137573
Exile On Main St.,I Just Want To See His Face,positive,0.30805227160453796
Exile On Main St.,Let It Loose,negative,0.42819517850875854
Exile On Main St.,All Down The Line,negative,0.2811026871204376
Exile On Main St.,Stop Breaking Down,negative,0.2732565104961395
Exile On Main St.,Shine A Light,positive,0.3814100921154022
Exile On Main St.,Soul Survivor,negative,0.3582053482532501
Goats Head Soup,Dancing With Mr. D.,positive,0.44138145446777344
Goats Head Soup,100 Years Ago,positive,0.3197903037071228
Goats Head Soup,Coming Down Again,positive,0.6001754999160767
Goats Head Soup,Doo Doo Doo Doo Doo (Heartbreaker),positive,0.26441192626953125
Goats Head Soup,Angie,positive,0.37996581196784973
Goats Head Soup,Silver Train,positive,0.5650725364685059
Goats Head Soup,Hide Your Love,positive,0.4249303936958313
Goats Head Soup,Winter,positive,0.4008004367351532
Goats Head Soup,Can You Hear The Music?,positive,0.3948460817337036
Goats Head Soup,Star Star,positive,0.3726640045642853
It's Only Rock 'N' Roll,If You Can't Rock Me,positive,0.3548007607460022
It's Only Rock 'N' Roll,Ain't Too Proud To Beg,negative,0.34533053636550903
It's Only Rock 'N' Roll,It's Only Rock 'N' Roll (But I Like It),negative,0.18722842633724213
It's Only Rock 'N' Roll,Till The Next Goodbye,positive,0.3978812098503113
It's Only Rock 'N' Roll,Time Waits For No One,negative,0.3758390247821808
It's Only Rock 'N' Roll,Luxury,negative,0.20371834933757782
It's Only Rock 'N' Roll,Dance Little Sister,positive,0.28426679968833923
It's Only Rock 'N' Roll,If You Really Want To Be My Friend,positive,0.2893524467945099
It's Only Rock 'N' Roll,Short And Curlies,positive,0.3252524733543396
It's Only Rock 'N' Roll,Fingerprint File,positive,0.38062584400177
Black And Blue,Hot Stuff,positive,0.4793076515197754
Black And Blue,Hand Of Fate,positive,0.3748777508735657
Black And Blue,Cherry Oh Baby,positive,0.3804859519004822
Black And Blue,Memory Motel,positive,0.2134004831314087
Black And Blue,"Hey, Negrita",positive,0.45536378026008606
Black And Blue,Melody,negative,0.2847727835178375
Black And Blue,Fool To Cry,negative,0.43795448541641235
Black And Blue,Crazy Mama,positive,0.2962055802345276
Some Girls,Miss You,negative,0.5407381653785706
Some Girls,When The Whip Comes Down,positive,0.21131382882595062
Some Girls,Just My Imagination (Running Away With Me),positive,0.21012264490127563
Some Girls,Some Girls,positive,0.36210036277770996
Some Girls,Lies,negative,0.27316731214523315
Some Girls,Far Away Eyes,positive,0.34903791546821594
Some Girls,Respectable,positive,0.4372832775115967
Some Girls,Before They Make Me Run,positive,0.4104095995426178
Some Girls,Beast Of Burden,positive,0.3365243077278137
Some Girls,Shattered,positive,0.5303670167922974
Emotional Rescue,Dance,negative,0.3220542073249817
Emotional Rescue,Summer Romance,positive,0.49396857619285583
Emotional Rescue,Send It To Me,positive,0.3694191873073578
Emotional Rescue,Let Me Go,negative,0.1846158504486084
Emotional Rescue,Indian Girl,positive,0.5771471261978149
Emotional Rescue,Where The Boys Go,positive,0.2901540994644165
Emotional Rescue,Down In The Hole,positive,0.4733694791793823
Emotional Rescue,Emotional Rescue,negative,0.32571449875831604
Emotional Rescue,She's So Cold,positive,0.32105863094329834
Emotional Rescue,All About You,negative,0.20178155601024628
Tattoo You,Start Me Up,positive,0.3696955442428589
Tattoo You,Hang Fire,positive,0.4082508981227875
Tattoo You,Slave,positive,0.6778640747070312
Tattoo You,Little T & A,positive,0.6592811346054077
Tattoo You,Black Limousine,positive,0.37693870067596436
Tattoo You,Neighbours,positive,0.3004501461982727
Tattoo You,Worried About You,positive,0.2275933474302292
Tattoo You,Tops,positive,0.5798538327217102
Tattoo You,Heaven,positive,0.6201717853546143
Tattoo You,No Use In Crying,positive,0.3658849596977234
Tattoo You,Waiting On A Friend,positive,0.6216297745704651
Undercover,Undercover Of The Night,positive,0.41916778683662415
Undercover,She Was Hot,positive,0.649559736251831
Undercover,Tie You Up (The Pain Of Love),negative,0.23960420489311218
Undercover,Wanna Hold You,positive,0.26069557666778564
Undercover,Feel On Baby,positive,0.6916017532348633
Undercover,Too Much Blood,negative,0.32577478885650635
Undercover,Pretty Beat Up,positive,0.30984964966773987
Undercover,Too Tough,positive,0.5022190809249878
Undercover,All The Way Down,positive,0.4466596245765686
Undercover,It Must Be Hell,positive,0.37726855278015137
Dirty Work,One Hit (To The Body),negative,0.4187105596065521
Dirty Work,Fight,positive,0.33887308835983276
Dirty Work,Harlem Shuffle,negative,0.39989450573921204
Dirty Work,Hold Back,negative,0.29539915919303894
Dirty Work,Too Rude,negative,0.372587651014328
Dirty Work,Winning Ugly,positive,0.41516876220703125
Dirty Work,Back To Zero,positive,0.5306417942047119
Dirty Work,Dirty Work,positive,0.5607987642288208
Dirty Work,Had It With You,negative,0.404794842004776
Dirty Work,Sleep Tonight,positive,0.4973059594631195
Steel Wheels,Sad Sad Sad,positive,0.6678467988967896
Steel Wheels,Mixed Emotions,positive,0.3755198121070862
Steel Wheels,Terrifying,positive,0.5452117919921875
Steel Wheels,Hold On To Your Hat,positive,0.2687143385410309
Steel Wheels,Hearts For Sale,negative,0.2658577561378479
Steel Wheels,Blinded By Love,positive,0.6414181590080261
Steel Wheels,Rock And A Hard Place,negative,0.3349136710166931
Steel Wheels,Can't Be Seen,positive,0.4151594638824463
Steel Wheels,Almost Hear You Sigh,positive,0.27744433283805847
Steel Wheels,Continental Drift,positive,0.6176068186759949
Steel Wheels,Break The Spell,positive,0.5055661797523499
Steel Wheels,Slipping Away,positive,0.229011669754982
Voodoo Lounge,Love Is Strong,positive,0.5325649380683899
Voodoo Lounge,You Got Me Rocking,positive,0.4022567868232727
Voodoo Lounge,Sparks Will Fly,positive,0.3084476590156555
Voodoo Lounge,The Worst,positive,0.48252034187316895
Voodoo Lounge,New Faces,positive,0.36208516359329224
Voodoo Lounge,Moon Is Up,positive,0.4603430926799774
Voodoo Lounge,Out Of Tears,positive,0.36729902029037476
Voodoo Lounge,I Go Wild,positive,0.41144928336143494
Voodoo Lounge,Brand New Car,positive,0.4170127511024475
Voodoo Lounge,Sweethearts Together,positive,0.5059759616851807
Voodoo Lounge,Suck On The Jugular,positive,0.4585598111152649
Voodoo Lounge,Blinded By Rainbows,trust,0.468731552362442
Voodoo Lounge,Baby Break It Down,positive,0.408208966255188
Voodoo Lounge,Thru And Thru,positive,0.46534666419029236
Voodoo Lounge,Mean Disposition,positive,0.1757509857416153
Stripped,Street Fighting Man,positive,0.702917754650116
Stripped,Like A Rolling Stone,positive,0.4836607575416565
Stripped,Not Fade Away,positive,0.23463599383831024
Stripped,Shine A Light,positive,0.3814100921154022
Stripped,The Spider And The Fly,negative,0.38338902592658997
Stripped,I'm Free,negative,0.33610793948173523
Stripped,Wild Horses,positive,0.5806083679199219
Stripped,Let It Bleed,positive,0.21457539498806
Stripped,Dead Flowers,positive,0.25561437010765076
Stripped,Slipping Away,positive,0.229011669754982
Stripped,Angie,positive,0.37996581196784973
Stripped,Love In Vain,positive,0.7224266529083252
Stripped,Sweet Virginia,negative,0.39720258116722107
Stripped,Little Baby,positive,0.3312956690788269
Bridges To Babylon,Flip The Switch,positive,0.31403467059135437
Bridges To Babylon,Anybody Seen My Baby?,positive,0.5734953284263611
Bridges To Babylon,Low Down,positive,0.2515258491039276
Bridges To Babylon,Already Over Me,positive,0.2834649384021759
Bridges To Babylon,Gunface,positive,0.5341590642929077
Bridges To Babylon,You Don't Have To Mean It,positive,0.25017377734184265
Bridges To Babylon,Out Of Control,positive,0.43608158826828003
Bridges To Babylon,Saint Of Me,positive,0.2688920497894287
Bridges To Babylon,Might As Well Get Juiced,positive,0.39733433723449707
Bridges To Babylon,Always Suffering,positive,0.3704403042793274
Bridges To Babylon,Too Tight,positive,0.6100271940231323
Bridges To Babylon,Thief In The Night,positive,0.38106268644332886
Bridges To Babylon,How Can I Stop?,positive,0.5365204811096191
A Bigger Bang,Rough Justice,positive,0.16032499074935913
A Bigger Bang,Let Me Down Slow,positive,0.3551996350288391
A Bigger Bang,It Won't Take Long,negative,0.3321205675601959
A Bigger Bang,Rain Fall Down,negative,0.2322842925786972
A Bigger Bang,Streets Of Love,positive,0.28748801350593567
A Bigger Bang,Back Of My Hand,positive,0.5030409097671509
A Bigger Bang,She Saw Me Coming,positive,0.6214582920074463
A Bigger Bang,Biggest Mistake,negative,0.2835340201854706
A Bigger Bang,This Place Is Empty,positive,0.42293137311935425
A Bigger Bang,"Oh No, Not You Again",positive,0.2077120691537857
A Bigger Bang,Dangerous Beauty,positive,0.43860864639282227
A Bigger Bang,"Laugh, I Nearly Died",negative,0.24562868475914001
A Bigger Bang,Sweet Neo Con,positive,0.39502301812171936
A Bigger Bang,Look What The Cat Dragged In,positive,0.364521324634552
A Bigger Bang,Driving Too Fast,negative,0.26735720038414
A Bigger Bang,Infamy,negative,0.219199076294899
