album_type,album_name,album_year,song_name,song_lyrics,emotion,score
album,The Rolling Stones,1964,Walking The Dog,"Baby, back. Dressed in black. Silver buttons all down her back. High hose, tippy toes. She broke the needle and she can sew. Walking the dog. I'm just a walking the dog. If you don't know how to do it. I'll show you how to walk the dog. C'mon now c'mon. I asked her mother for fifteen cents. I see you ever jumped the fence. I jumped so high, touched the skies. Didn't get back 'til a quarter to five. Walking the dog. I'm just a walking the dog. If you don't know how to do it. I'll show you how to walk the dog. C'mon c'mon now. Tell me mary, what's your twelve. How does your garden grow. What with silver bells and cockle shells. And pretty maids all in a row. Walking the dog. I'm just a walking the dog. If you don't know how to do it. I'll show you how to walk the dog. C'mon now c'mon. Baby, back. Dressed in black. Silver buttons all down her back. High hose, tippy toes. She broke the needle and she can sew. Walking the dog. I'm just a walking the dog. If you don't know how to do it. I'll show you how to walk the dog. C'mon now c'mon. Yeah just a walking. Uh just a walking. Uh just a walking. Now, if you don't know how to do it. I'll show you how to walk the dog. C'mon now c'mon. If you don't know how to do it. I'll show you how to walk the dog. C'mon now. If you don't know how to do it. I'll show you how to walk the dog",joy,0.557272
album,12x5,1964,Around And Around,"I said the joint was rocking. Goin' round and round. Yeah, reeling and a rocking. What a crazy sound. And they never stopped rocking. Til the moon went down. Well it sounds so sweet. I had to take me chance. Rose out of my seat. I just had to dance. Started moving my feet. Whoa to clapping my hands. I said the joint was a rocking. Goin' round and round. Yeah, reeling and a rocking. What a crazy sound. And they never stopped rocking. Til the moon went down. Yeah at twelve o'clock. Yeah the place was packed. Front doors was locked. Yeah the place was packed. And when the police knocked. Those doors flew back. But they kept on rocking. Goin' round and round. Yeah, reeling and a rocking. What a crazy sound. And they never stopped rocking. Til the moon went down. And they go on rocking. Goin' round and round. Yeah, reeling and a rocking. What a crazy sound. And they never stopped rocking. Til the moon went down. Well the joint stayed a rocking. Goin' round and round. Yeah, reeling and a rocking. What a crazy sound. And they never stopped rocking. Til the moon went down",joy,0.596709
album,12x5,1964,Confessin' The Blues,"Baby here I stand before you. With my heart in my hand. I put it to you mama. Hoping that you'll understand. Oh, baby. Mama, please don't dog me 'round. Yeah I, I would rather love you, baby. Than anyone else I know in town. This is my confession, Mama. And it's sung by all your song. It proves that I'm in heaven, Mama. When you hold me in your arms. Well, baby. Can I have you for myself. Yeah, if I can't have you, baby. I don't want nobody else. Well, baby. Don't you want a man like me. Well, baby. Don't you want a man like me. Yeah, think about your future, baby. Forget about your used to be",joy,0.671387
album,12x5,1964,Empty Heart,"A empty heart is like an empty life. I said a empty heart is like a empty life. Well, it makes you feel like you wanna cry. Like you wanna cry. Like you wanna cry. Well you've been my lover for a long long time. Well you've been my lover for a long long time. Well you left me all alone, and end my time. I want my lover again. I want my lover again. I want my lover again. I want it back again. Yeah, a little stick. Yeah, a little bit darling. Take it down. Take it down. Yeah, take it down. Come on back to me, baby. Come on back to me, baby. Come on. Come on back to me. And I'll show ya. I'll show ya. That a empty heart means a empty life. Yeah an empty heart like a empty life. Oh, it makes you feel like you wanna die. Like you wanna die. Like you wanna die. (I wanna die)",sadness,0.676298
album,12x5,1964,Time Is On My Side,"Time is on my side, yes it is. Time is on my side, yes it is. Now you always say. That you want to be free. But you'll come running back (said you would baby). You'll come running back (I said so many times before). You'll come running back to me. Oh, time is on my side, yes it is. Time is on my side, yes it is. You're searching for good times. But just wait and see. You'll come running back (I won't have to worry no more). You'll come running back (spend the rest of my life with you, baby). You'll come running back to me. Go ahead, go ahead and light up the town. And baby, do everything your heart desires. Remember, I'll always be around. And I know, I know. Like I told you so many times before. You're gonna come back, baby. Cause I know. You're gonna come back knocking. Yeah, knocking right on my door. Yes, yes!. Well, time is on my side, yes it is. Time is on my side, yes it is. Cause I got the real love. The kind that you need. You'll come running back (said you would, baby). You'll come running back (I don't always said you would). You'll come running back (I won't have to worry no more). Yes time, time, time is on my side, yes it is. Time, time, time is on my side, yes it is. Oh, time, time, time is on my side, yes it is. I said, time, time, time is on my side, yes it is. Oh, time, time, time is on my side. Yeah, time, time, time is on my side",joy,0.561258
album,12x5,1964,"Good Times, Bad Times","There've been good times. There've been bad times. I have my share of hard times, too. But I lost my faith in the world. Honey, when I lost you. Remember the good times we've had together. Don't you want them back again. Though these hard times are bugging me now. Honey, now it's a sin. There's gotta be trust in this world. Or it won't get very far. Well, trust in someone. Or there's gonna be war",tentative,0.819274
album,12x5,1964,It's All Over Now,"Well, baby used to stay out all night long. She made me cry, she done me wrong. She hurt my eyes open, that's no lie. Tables turn and now her turn to cry. Because I used to love her, but it's all over now. Because I used to love her, but it's all over now. Well, she used to run around with every man in town. She spent all my money, playing her high class game. She put me out, it was a pity how I cried. Tables turn and now her turn to cry. Because I used to love her, but it's all over now. Because I used to love her, but it's all over now. Well, I used to wake the morning, get my breakfast in bed. When I'd gotten worried she'd ease my aching head. But now she's here and there, with every man in town. Still trying to take me for that same old clown. Because I used to love her, but it's all over now. Because I used to love her, but it's all over now. Because I used to love her, but it's all over now. Because I used to love her, but it's all over now",confident,0.935988
album,12x5,1964,Under The Board Walk,"When the sun beats down. And burns the tar up on the roof. And your shoes get so hot. You wish your tired feet were fireproof. Under the boardwalk. Down by the sea. On a blanket with my baby. Is where I'll be. (Under the boardwalk) Out of the sun. (Under the boardwalk) We'll be having some fun. (Under the boardwalk) People walking above. (Under the boardwalk) We were falling in love. (Under the boardwalk, boardwalk). On the park you'll hear. The happy sound of a carousel. You can almost taste the hot dogs. And french fries they sell. Under the boardwalk. Down by the sea, yeah. On a blanket with my baby. Is where I'll be. (Under the boardwalk) Out of the sun. (Under the boardwalk) We'll be having some fun. (Under the boardwalk) People walking above. (Under the boardwalk) We were falling in love. (Under the boardwalk, boardwalk). Oh, under the boardwalk. Down by the sea. On a blanket with my baby. Is where I'll be. (Under the boardwalk) Out of the sun. (Under the boardwalk) We'll be having some fun. (Under the boardwalk) People walking above. (Under the boardwalk) We were falling in love. (Under the boardwalk, boardwalk)",joy,0.660875
album,12x5,1964,Congratulations,"Congratulations. Congratulations. Well done, my friend. You've done it again. You've gone and broken another heart. Yeah, you've torn it apart. You've done it before. Hope to do it some more. You've got it down to a fine art. Remember the first time. You tried to do it to me. My girl won't fall. Just wait and see. Just wait and see. Congratulations. Congratulations. You've gone and broken another heart. Yeah, you've torn it apart. La la, la la la, la la la la (congratulations)",tentative,0.916274
album,12x5,1964,Grown Up Wrong,"Well, you've grown up all wrong, well you've grown up all wrong. You come on too strong, well you've grown up all wrong. Well, you were easy to fool when you were in school. But you've grown up all wrong. Well, you've grown up on me, well you've grown up on me. Don't believe what I see, well you've grown up on me. Well, you look so sweet when you're in your jeans. But you've grown up on me, raise your hands. Well, you've grown up too fast, well you've grown up too fast. Don't forget about the past, girl you've grown up too fast. Well you won't be a fool but I'm through with you. Well, you've grown up too fast, well you've grown up too fast",confident,0.774455
album,12x5,1964,If You Need Me,"If you need me. Why don't you call me. Said if you need me. Why don't you call me. Don't wait too long. When things go wrong. I'll be there, yeah. Where I belong. Said if you want me. Why don't you send for me. Said if you want, want, want. All you gotta do is send for me. Don't wait to long. Just a pick up your phone. I'll be there. Right there, where I belong. People always told me, darling. That you didn't mean me no good. But I know deep down in my heart. I done the best I could. And one of these days, darling. It won't be long. You're gonna come walking through that door. And I know in my mind these are the very. Words you're gonna say to me. I still love you. Always thinking of you. I still love, love, love. Always thinking of you. Don't wait too long. When things go wrong. I'll be there, right there. Where I belong",confident,0.755641
album,12x5,1964,Susie Q,"Oh, Susie Q. Oh, Susie Q. Oh, Susie Q. I love you. My Susie Q. I love the way you walk. I love the way you talk. Love the way you walk. I love the way you talk. My Susie Q. Say that you'll be true. Say that you'll be true. Say that you'll be true. And never leave me blue. My Susie Q. Oh, Susie Q. Oh, Susie Q. Oh, Susie Q. Honey I love you. My Susie Q",confident,0.828525
album,"The Rolling Stones, Now!",1965,Everybody Needs Somebody To Love,"I'm so glad to be here tonight and I'm so glad to be home. And I believe I've got a message for every woman and every man here tonight that ever needed somebody to love. Someone to stay with them all the time, when they're up and when they're down. You know, sometimes you get what you want, and then you go and lose what you have. And I believe every woman and every man here tonight listen to my song and it save the whole world. Listen to me.. Everybody wants somebody. Everybody wants somebody to love. Someone to love. Someone to kiss. Sometime to miss, now. Someone to squeeze. Someone to please. And I need you you you. I need you you you. I need you you you. I need you you you. Oh, sometimes I feel like. I feel a little sad inside. My baby mistreats me. And I kinda get a little little mad. I need you you you. To see me through, babe. When the sun go down. Ain't nobody else around. That's when I need you baby. That's when I say I love you. That's when I say I love you. Let me hear you say yeah. Let me hear you say yeah. Let me hear you say yeah. Let me hear you say yeah. I need you you you you. Somebody to see me through, baby. I need you you you. I need you you you. I need you you you. When the sun goes down. Ain't nobody else around. That's when I'm all by myself. That's when I need your lovin' darlin'. That's when I need you so bad. You're the one I really need bad [???]. I need you. To see me through baby. In the morning time too. When the sun goes down. Ain't nobody else around. I need your lovin' so bad. Everybody needs somebody to love. I'm not afraid to be by myself but I just need to be somebody to love. All the time. All the time. All the time. All the time. All the time, babe. I said all the time, babe. I said all the time, babe. I need you. I need your lovin' so bad. Let me hear you say yeah. Let me hear you say yeah. Let me hear you say yeah, yeah, yeah. Let me hear you say yeah. Uh, huh, huh, huh. Uh huh, huh huh huh. Yeah, I need you baby so bad bad bad, bad bad, bad bad bad bad. I need you. I need you you you. I need your lovin' babe. I need your lovin' darlin'. Everybody needs somebody. Everybody needs somebody. Everybody needs somebody. [repeat and ad lib]",tentative,0.70849
album,"The Rolling Stones, Now!",1965,Down Home Girl,"Lord I swear the perfume you wear. Was made out of turnip greens. And everytime I kiss you girl. It tastes like pork and beans. Even though you're wearin' them. Citified high heels. I can tell by your giant step. You been walkin' through the cotton fields. Oh, you're so down home girl. Everytime you monkey child. You take my breath away. And everytime you move like that. I gotta get down and pray. Don't you know that dress of yours. Was made out of fiberglass?. And everytime you move like that. I gotta go to Sunday mass. Oh, you're so down home girl. Oh, you're so down home girl. I'm gonna take you to the muddy river. And push you in. Just to watch the water roll on. Down your velvet skin. I'm gonna take you back to New Orleans. Down in Dixieland. I'm gonna watch you do the second?? line. With an umbrella in your hand. Oh, you're so down home girl. I'm with ya baby. You're so down home. Ow!  Yeah, too much. Outta sight. You're so down home girl",joy,0.537789
album,"The Rolling Stones, Now!",1965,You Can't Catch Me,"I bought a brand new airmobile. It was custom made. It was a Flight DeVille. With an outboard motor. And some hideaway wings. Push in on the button and you can hear her sing. Now you can't catch me. No, baby, you can't catch me. Cause if you get too close. You know I'm gone like a cool breeze. New Jersey Turnpike in the wee wee hours. I was rolling slowly 'cause of drizzlin' showers. Up come a flattop he was movin' up with me. Then come sailin' goodbye. In a little old suped up mini. I put my foot in my tank and I begin to roll. Moanin' sirens, was the state patrol. So I get out my wings and then I blew my horn. Bye-bye New Jersey I become airborne. Now you can't catch me. No, baby you can't catch me. 'Cause if you get too close. You know I'm gone like a cool breeze. Flyin' with my baby last Saturday night. Wasn't no gray cloud floatin' in sight. Big full moon shinin' up above. Cuddle up honey be my love. Sweetest little thing that I ever seen. I'm gonna name you Mabelline. Flyin' with all the things set on flight control. Radio tuned to rock 'n' roll. Two, three hours passin' by. Altitude dropped to 505. Fuel consumption way too fast. Let's get on home before we run out of gas. Now you can't catch me. No baby, you can't catch me. Cause if you get too close. You know I'm gone like a cool breeze",joy,0.578317
album,"The Rolling Stones, Now!",1965,Heart Of Stone,"There've been so many girls that I've known. I've made so many cry and still I wonder why. Here comes the little girl. I see her walking down the street. She's all by herself. I try and knock her off her feet. But, she'll never break, never break, never break, never break. This heart of stone. Oh, no, no, this heart of stone. What's different about her? I don't really know. No matter how I try I just can't make her cry. Cause she'll never break, never break, never break, never break. This heart of stone. Oh, no, no, no, this heart of stone. Don't keep on looking that some old way. If you try acting sad, you'll only make me glad. Better listen little girl. You go on walking down the street. I ain't got no love, I ain't the kind to meet. 'Cause you'll never break, never break, never break, never break. This heart of stone. Oh, no, no, you'll never break this heart of stone darlin. No, no, this heart of stone. You'll never break it darlin. You won't break this heart of stone. Oh no no no. You better go. You better go home. Cause you'll, you'll never break this heart of stone",tentative,0.75915
album,"The Rolling Stones, Now!",1965,What A Shame,What a shame. Nothing seems to be going right. What a shame. Nothing seems to be going right. It seems easy to me that everything can be alright. What a shame. They always wanna start a fight. What a shame. They always wanna start a fight. Well it scares me so. I could sleep in the shelter all night. Well alright. What a shame. You all heard what I said. What a shame. Y'all heard what I said. You might wake up in the morning. And find your poor self dead,sadness,0.747342
album,"The Rolling Stones, Now!",1965,I Need You Baby (Mona),"I say hey, Mona. Oh, Mona. I say yeah, yeah, yeah, yeah, Mona. Oh, Mona. I tell you Mona what I wanna do. I'll build a house next door to you. Can I see you sometimes?. We can blow kisses through the blinds. Yeah can I out come out on the front. And listen to my heart go bumpety bump. I need you baby that's no lie. Without your love I'd surely die. I say hey, Mona. Oh, Mona. I say yeah, yeah, yeah, yeah, Mona. Oh, Mona. I say hey, hey Mona. Oh, Mona. I say yeah, yeah, yeah, yeah, Mona. Oh, Mona. I tell you Mona what I wanna do. I'm gonna build a house next door to you. Can I see you sometime?. We can blow kisses through the blinds. Yeah can I out come out on the front. And listen to my heart go bumpety bump. I need you baby that's no lie. Without your love I'd surely die. I say hey, hey Mona. Oh, Mona. I say yeah, yeah, yeah, yeah, Mona. Oh, Mona",joy,0.579302
album,"The Rolling Stones, Now!",1965,Down The Road Apiece,"Now, if you wanna hear some boogie like I'm gonna play. It's just an old piano and a knockout bass. The drummer's man's a cat, they call Charlie McCoy. You know, remember that rubber legged boy?. Mama, cookin' chicken fried and bacon grease. Come on along boys, it's just down the road apiece. Well there's a place you really get your kicks. It's open every night about twelve to six. Now if you wanna hear some boogie you can get your fill. And shove and sting like an old steam drill. Come on along you can lose your lead. Down the road, down the road, down the road apiece. Well there's a place you really get your kicks. It's open every night about twelve to six. Now if you wanna hear some boogie you can get your fill. And shove and sting like an old steam drill. Come on along, you can lose your lead. Down the road, down the road, down the road apiece",tentative,0.808202
album,"The Rolling Stones, Now!",1965,Off The Hook,"Sittin' in my bedroom late last night. Got into bed and turned out the light. Decided to call my baby on the telephone. All I got was an engaged tone. It's off the hook. It's off the hook. It's off the hook. It's off the hook. It's off the hook. Talkin' so long she upset my mind. Why is she talkin' such a long time?. Maybe she's sleeping, maybe she's ill. Phone's disconnected, unpaid bill. It's off the hook. It's off the hook. It's off the hook. It's off the hook. It's off the hook. Don't wanna see her, afraid of what I'd find. Tired of letting her upset me all the time. Back into bed started reading my books. Take my phone right off of the hook. It's off the hook. It's off the hook. It's off the hook. It's off the hook. It's off the hook. It's off the hook. [repeat and fade]",,
album,"The Rolling Stones, Now!",1965,Pain In My Heart,"Pain in my heart. Treatin' me poor. Where can my baby be?. Lord, no one knows. Pain in my heart. Won't let me sleep. Where can my baby be. Lord, where is she?. And one day. My days are gettin' tough. Won't you come back, come back, come back, baby. Lord. Pain in my heart. Won't let me be. Oh, oh, oh, oh, I wake up restless night in misery. Lord. Won't somebody stop this pain. Lord, one day. My days are gettin' tough. Won't you love me, love me, love me, baby. Pain in my heart. Pain in my heart. Somebody stop this. Pain in my heart. It's killin' me baby. This pain in my heart. Oh, oh, oh, oh. Pain in my heart. This pain in my heart",sadness,0.687632
album,"The Rolling Stones, Now!",1965,Oh Baby (We Got A Good Thing Goin'),"No matter how she wants me. I'm not going nowhere. I'm gonna stick right here, babe. You know how much I care. So don't worry 'bout me baby. Cause I'm right here at home. Oh baby, oh baby, we got a good thing goin. You may talk all about me. And scandalize my name. But deep down inside me. I know I'm the only man. So don't worry 'bout me baby. Cause I'm right here at home. Oh baby, oh baby, we got a good thing goin. So maybe I knew her. Once upon a time. But that's all in the past babe. Baby let me know you're mine, all mine, all mine. No matter how she wants me. I'm not going nowhere. I'm gonna stick right here, babe. I know how much you care. So don't worry 'bout me baby. 'Cause I'm right here at home. Oh baby, oh baby, we got a good thing goin. Got a good thing goin' babe. We got a good thing goin. That's what I said. We got a good thing goin. Got a ?? one for ourselves. Got a thing goin' for ourselves. We got a pretty good thing goin",joy,0.609406
album,"The Rolling Stones, Now!",1965,Little Red Rooster,I am the little red rooster. Too lazy to crow for day. I am the little red rooster. Too lazy to crow for day. Keep everything in the farm yard upset in every way. The dogs begin to bark and hounds begin to howl. Dogs begin to bark and hounds begin to howl. Watch out strange cat people. Little red rooster's on the prowl. If you see my little red rooster. Please drive him home. If you see my little red rooster. Please drive him home. Ain't had no peace in the farm yard. Since my little red rooster's been gone,confident,0.586136
album,"The Rolling Stones, Now!",1965,"Surprise, Surprise","Heard from friends of mine. You been telling lies. How I was wrapped up in you. But surprise, surprise. Surprise, surprise. I never wanted you that bad. 'Cause I knew you was telling lies. Knew you was telling lies. I could see it in your eyes. Why did you have to. Go and fool after. We had got along so fine?. But surprise, suprise. Surprise, surprise. Ain't nothing strange to me. Knew you was telling lies. Knew you was telling lies. I could see it in your eyes. Knew you was telling lies. Knew you was telling lies. I could see it in your eyes. I hope you're proud of. All your chasin' 'round. Thinkin' I was alone all night. But surprise, suprise. Surprise, surprise. You're only foolin' yourself. 'Cause I knew you was telling lies. Knew you was telling lies. I could see it in your eyes. Yeah, baby why did you have to go fool around. After we got along so fine. I knew you was tellin' lies and tellin' jive. Yes I did. We got along so fine. But I knew you was telling lies. Knew you was talkin' jive. I could see it in your eyes",tentative,0.51835
album,Out Of Our Heads,1965,Mercy Mercy,"Have mercy, have mercy, baby. Have mercy, have mercy on me. Well I went to see the gypsy. To have my fortune read. She said ""Man, your baby gonna leave you. Her bags are packed up under the bed,"". That's right. Have mercy, have mercy, baby. Have mercy, have mercy on me. But if you leave me baby. Girl if you put me down. I'm gonna make it to the nearest river child. And jump overboard and drown. That's right. Have mercy, have mercy, baby. Have mercy, have mercy on me. I said hey hey baby, hey hey now. What you trying to do. Hey hey baby, hey hey now. Please don't say we're through. Have mercy, have mercy, baby. Have mercy, have mercy on me. But if you stay baby. I tell you what I'm gonna do. I'm gonna work two jobs, seven days a week. And bring my money home to you. That's right. Have mercy, have mercy, baby. Have mercy, have mercy on me. Yeah. Have mercy, have mercy, baby. Have mercy, have mercy on me",joy,0.606039
album,Out Of Our Heads,1965,Hitch Hike,"I'm going to Chicago that's the last place my baby stayed. I'm packing up my bags I'm gonna leave this town right away. I'm gonna find that girl if I have to hitch hike around the world. ""Chicago City"" that's what the sign on the freeway read. I'm gonna keep on going 'til I get to that street's called 6th and Main. I've gotta find that girl if i have to hitch hike around the world. C'mon hitch hike. Hitch hike children. Hitch hike. Hitch hike baby. Hitch hike. Hitch hike baby. C'mon hitch hike. Hitch hike darling. I'm going to St. Louis but my next stop just might be L.A., that's what I say. I got no money in my pocket so i'm going to have to hitch hike all the way. I'm gonna find that girl if i have to hitch hike around the world. C'mon hitch hike. Hitch hike children. Hitch hike. Hitch hike baby. Hitch hike. Hitch hike baby. C'mon hitch hike. Hitch hike children. Now c'mon c'mon hitch hike. Hitch hike children. Hitch hike. Hitch hike darling. C'mon hitch hike. Hitch hike children. Hitch hike hitch hike. Hitch hike baby. Mmmmm...",joy,0.615425
album,Out Of Our Heads,1965,The Last Time,"Well I told you once and I told you twice. But ya never listen to my advice. You don't try very hard to please me. With what you know it should be easy. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no. Oh no. Well, I'm sorry girl but I can't stay. Feelin' like I do today. It's too much pain and too much sorrow. Guess I'll feel the same tomorrow. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no. Oh no. Well I told you once and I told you twice. That someone will have to pay the price. But here's a chance to change your mind. Cuz I'll be gone a long, long time. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no. Oh no. Well, this could be the last time",tentative,0.964049
album,Out Of Our Heads,1965,That's How Strong My Love Is,"If I was the sun way up there. I'd go with my love everywhere. I'll be the moon when the sun go down. To let you know I'm still around. That's how strong my love is, baby. That's how strong my love is. That's how strong my love is. That's how strong my love is. I'll be the weeping willow drowning in my tears. You can go swimming when you're here. I'll be the rainbow when the sun is gone. Wrap you in my colors and keep you warm. That's how strong my love is. That's how strong my love is. That's how strong my love is. That's how strong my love is. I'll be the ocean so deep and wide. I'll dry the tears when you cry. I'll be the breeze when the storm is gone. To dry your eyes and keep you warm. That's how strong my love is. That's how strong my love is. That's how strong my love is. Baby that's how strong my love is. That's how strong my love is. That's how strong my love is. That's how strong my love is, baby. That's how strong my love is, yeah. That's how strong my love is. So deep and so wide my love is. Yes it is so strong can't get over it. Is so wide you can't get around me. That's how strong my love is. Yeah it so strong, so strong, so strong. Yeah yeah yeah, that's how strong my love is, is so strong. I wanna tell you can't say how strong it is. That's how strong my love is",joy,0.751066
