album_name,song_name,emotion,score
Between The Buttons,Ruby Tuesday,trust,0.558257163
Between The Buttons,Connection,trust,0.741560698
Between The Buttons,She Smiled Sweetly,sadness,0.592388153
Between The Buttons,"Cool, Calm & Collected",trust,0.662507713
Between The Buttons,All Sold Out,sadness,0.67975533
Between The Buttons,My Obsession,sadness,0.576618791
Between The Buttons,Who's Been Sleeping Here,sadness,0.634661138
Between The Buttons,Complicated,trust,0.520741582
Between The Buttons,Miss Amanda Jones,sadness,0.612218916
Between The Buttons,Something Happened To Me Yesterday,sadness,0.866524398
Their Satanic Majesties Request,Sing This All Together,sadness,0.649906576
Their Satanic Majesties Request,Citadel,trust,0.722096086
Their Satanic Majesties Request,In Another Land,sadness,0.680705607
Their Satanic Majesties Request,2000 Man,trust,0.598372817
Their Satanic Majesties Request,Sing This All Together (See What Happens),trust,0.757492065
Their Satanic Majesties Request,She's A Rainbow,trust,0.771606445
Their Satanic Majesties Request,The Lantern,trust,0.652383208
Their Satanic Majesties Request,Gomper,sadness,0.558105528
Their Satanic Majesties Request,2000 Light Years From Home,trust,0.927551508
Their Satanic Majesties Request,On With The Show,trust,0.93729949
Beggar's Banquet,Sympathy For The Devil,sadness,0.477698386
Beggar's Banquet,No Expectations,sadness,0.495831162
Beggar's Banquet,Dear Doctor,trust,0.615092218
Beggar's Banquet,Parachute Woman,sadness,0.535389483
Beggar's Banquet,Jig-Saw Puzzle,sadness,0.876033783
Beggar's Banquet,Street Fighting Man,sadness,0.552217126
Beggar's Banquet,Prodigal Son,trust,0.60706538
Beggar's Banquet,Stray Cat Blues,sadness,0.607123792
Beggar's Banquet,Factory Girl,trust,0.761042118
Beggar's Banquet,Salt Of The Earth,trust,0.594795883
Let It Bleed,Gimme Shelter,trust,0.717695892
Let It Bleed,Love In Vain,trust,0.527331769
Let It Bleed,Country Honk,trust,0.611976624
Let It Bleed,Live With Me,sadness,0.709963202
Let It Bleed,Let It Bleed,trust,0.5151546
Let It Bleed,Midnight Rambler,sadness,0.870319664
Let It Bleed,You Got The Silver,trust,0.294918388
Let It Bleed,Monkey Man,trust,0.71463573
Let It Bleed,You Can't Always Get What You Want,sadness,0.564429462
Get Yer Ya-Ya's Out,Jumping Jack Flash,trust,0.741123319
Get Yer Ya-Ya's Out,Carol,trust,0.621755779
Get Yer Ya-Ya's Out,Stray Cat Blues,sadness,0.607123792
Get Yer Ya-Ya's Out,Love In Vain,trust,0.527331769
Get Yer Ya-Ya's Out,Midnight Rambler,sadness,0.870319664
Get Yer Ya-Ya's Out,Sympathy For The Devil,sadness,0.477698386
Get Yer Ya-Ya's Out,Live With Me,sadness,0.709963202
Get Yer Ya-Ya's Out,Little Queenie,trust,0.661374807
Get Yer Ya-Ya's Out,Honky Tonk Women,trust,0.460444421
Get Yer Ya-Ya's Out,Street Fighting Man,sadness,0.552217126
Sticky Fingers,Brown Sugar,trust,0.813850284
Sticky Fingers,Sway,sadness,0.55536592
Sticky Fingers,Wild Horses,trust,0.99889648
Sticky Fingers,Can't You Hear Me Knocking,trust,0.667046309
Sticky Fingers,You Gotta Move,trust,0.783014834
Sticky Fingers,Bitch,sadness,0.520366728
Sticky Fingers,I Got The Blues,sadness,0.707091272
Sticky Fingers,Sister Morphine,sadness,0.569846272
Sticky Fingers,Dead Flowers,sadness,0.535754025
Sticky Fingers,Moonlight Mile,sadness,0.585076571
Exile On Main St.,Rocks Off,sadness,0.642158985
Exile On Main St.,Rip This Joint,trust,0.52538079
Exile On Main St.,Shake Your Hips,sadness,0.53871572
Exile On Main St.,Casino Boogie,trust,0.764924705
Exile On Main St.,Tumbling Dice,sadness,0.695688903
Exile On Main St.,Sweet Virginia,trust,0.399101883
Exile On Main St.,Torn And Frayed,trust,0.342937469
Exile On Main St.,Sweet Black Angel,sadness,0.542850554
Exile On Main St.,Loving Cup,trust,0.513253093
Exile On Main St.,Happy,trust,0.558051109
Exile On Main St.,Turd On The Run,sadness,0.645223916
Exile On Main St.,Ventilator Blues,sadness,0.622758865
Exile On Main St.,I Just Want To See His Face,sadness,0.546771526
Exile On Main St.,Let It Loose,sadness,0.539333642
Exile On Main St.,All Down The Line,trust,0.604226708
Exile On Main St.,Stop Breaking Down,sadness,0.524644077
Exile On Main St.,Shine A Light,trust,0.688496351
Exile On Main St.,Soul Survivor,sadness,0.556892872
Goats Head Soup,Dancing With Mr. D.,trust,0.605258107
Goats Head Soup,100 Years Ago,sadness,0.747076333
Goats Head Soup,Coming Down Again,sadness,0.606260478
Goats Head Soup,Doo Doo Doo Doo Doo (Heartbreaker),trust,0.417467862
Goats Head Soup,Angie,sadness,0.567510188
Goats Head Soup,Silver Train,trust,0.749582052
Goats Head Soup,Hide Your Love,trust,0.921064317
Goats Head Soup,Winter,sadness,0.730367601
Goats Head Soup,Can You Hear The Music?,trust,0.784481108
Goats Head Soup,Star Star,trust,0.536863923
It's Only Rock 'N' Roll,If You Can't Rock Me,trust,0.773804963
It's Only Rock 'N' Roll,Ain't Too Proud To Beg,sadness,0.649984419
It's Only Rock 'N' Roll,It's Only Rock 'N' Roll (But I Like It),sadness,0.563776076
It's Only Rock 'N' Roll,Till The Next Goodbye,trust,0.656999469
It's Only Rock 'N' Roll,Time Waits For No One,trust,0.68330127
It's Only Rock 'N' Roll,Luxury,sadness,0.433557153
It's Only Rock 'N' Roll,Dance Little Sister,trust,0.641330123
It's Only Rock 'N' Roll,If You Really Want To Be My Friend,sadness,0.643512607
It's Only Rock 'N' Roll,Short And Curlies,sadness,0.661982238
It's Only Rock 'N' Roll,Fingerprint File,sadness,0.688635409
Black And Blue,Hot Stuff,trust,0.75271374
Black And Blue,Hand Of Fate,sadness,0.615916848
Black And Blue,Cherry Oh Baby,trust,0.853959799
Black And Blue,Memory Motel,sadness,0.70301789
Black And Blue,"Hey, Negrita",trust,0.875797987
Black And Blue,Melody,trust,1.122523427
Black And Blue,Fool To Cry,trust,0.780514836
Black And Blue,Crazy Mama,sadness,0.456756175
Some Girls,Miss You,trust,0.410659939
Some Girls,When The Whip Comes Down,sadness,0.470561355
Some Girls,Just My Imagination (Running Away With Me),sadness,0.646412015
Some Girls,Some Girls,sadness,0.550183833
Some Girls,Lies,trust,0.465322971
Some Girls,Far Away Eyes,sadness,0.578709066
Some Girls,Respectable,trust,0.702444851
Some Girls,Before They Make Me Run,trust,0.661374688
Some Girls,Beast Of Burden,trust,0.615407586
Some Girls,Shattered,sadness,0.686080277
Emotional Rescue,Dance,sadness,0.511104524
Emotional Rescue,Summer Romance,sadness,0.620193899
Emotional Rescue,Send It To Me,trust,0.740201473
Emotional Rescue,Let Me Go,sadness,0.6428141
Emotional Rescue,Indian Girl,sadness,0.614312053
Emotional Rescue,Where The Boys Go,trust,0.477788568
Emotional Rescue,Down In The Hole,trust,0.594600081
Emotional Rescue,Emotional Rescue,sadness,0.767945826
Emotional Rescue,She's So Cold,sadness,0.61559999
Emotional Rescue,All About You,sadness,0.67343545
Tattoo You,Start Me Up,trust,0.692299247
Tattoo You,Hang Fire,trust,0.557921767
Tattoo You,Slave,sadness,0.605782747
Tattoo You,Little T & A,sadness,0.634115219
Tattoo You,Black Limousine,trust,0.660894334
Tattoo You,Neighbours,trust,0.576351523
Tattoo You,Worried About You,sadness,0.677674294
Tattoo You,Tops,trust,0.839398921
Tattoo You,Heaven,trust,1.086825967
Tattoo You,No Use In Crying,trust,0.733530998
Tattoo You,Waiting On A Friend,trust,0.537173688
Undercover,Undercover Of The Night,trust,0.542482555
Undercover,She Was Hot,sadness,0.525000453
Undercover,Tie You Up (The Pain Of Love),trust,0.690217316
Undercover,Wanna Hold You,trust,0.806174517
Undercover,Feel On Baby,trust,0.793269634
Undercover,Too Much Blood,sadness,0.620029449
Undercover,Pretty Beat Up,sadness,0.568106055
Undercover,Too Tough,sadness,0.780175626
Undercover,All The Way Down,trust,0.635150671
Undercover,It Must Be Hell,trust,0.68306458
Dirty Work,One Hit (To The Body),trust,0.438424379
Dirty Work,Fight,sadness,0.518736422
Dirty Work,Harlem Shuffle,trust,0.470416158
Dirty Work,Hold Back,trust,0.489382029
Dirty Work,Too Rude,trust,0.578556418
Dirty Work,Winning Ugly,sadness,0.451391578
Dirty Work,Back To Zero,trust,0.583840966
Dirty Work,Dirty Work,trust,0.665182233
Dirty Work,Had It With You,trust,0.630222261
Dirty Work,Sleep Tonight,trust,0.789484203
Steel Wheels,Sad Sad Sad,sadness,0.541286886
Steel Wheels,Mixed Emotions,trust,0.682149351
Steel Wheels,Terrifying,sadness,0.592444897
Steel Wheels,Hold On To Your Hat,sadness,0.585767329
Steel Wheels,Hearts For Sale,trust,0.743483663
Steel Wheels,Blinded By Love,trust,0.554065049
Steel Wheels,Rock And A Hard Place,sadness,0.566397727
Steel Wheels,Can't Be Seen,sadness,0.722344697
Steel Wheels,Almost Hear You Sigh,trust,0.581510723
Steel Wheels,Continental Drift,trust,1.07792902
Steel Wheels,Break The Spell,sadness,0.653327763
Steel Wheels,Slipping Away,sadness,0.684824705
Voodoo Lounge,Love Is Strong,trust,1.050276875
Voodoo Lounge,You Got Me Rocking,trust,0.641706586
Voodoo Lounge,Sparks Will Fly,sadness,0.632661402
Voodoo Lounge,The Worst,trust,0.515709162
Voodoo Lounge,New Faces,sadness,0.665430546
Voodoo Lounge,Moon Is Up,trust,0.560149252
Voodoo Lounge,Out Of Tears,sadness,0.581745207
Voodoo Lounge,I Go Wild,sadness,0.564821422
Voodoo Lounge,Brand New Car,sadness,0.554375291
Voodoo Lounge,Sweethearts Together,trust,0.624152482
Voodoo Lounge,Suck On The Jugular,trust,0.669703424
Voodoo Lounge,Blinded By Rainbows,sadness,0.740855515
Voodoo Lounge,Baby Break It Down,sadness,0.541179955
Voodoo Lounge,Thru And Thru,trust,0.622871399
Voodoo Lounge,Mean Disposition,sadness,0.633595586
Stripped,Street Fighting Man,sadness,0.552217126
Stripped,Like A Rolling Stone,sadness,0.650090218
Stripped,Not Fade Away,trust,0.960236549
Stripped,Shine A Light,trust,0.688496351
Stripped,The Spider And The Fly,sadness,0.554648638
Stripped,I'm Free,trust,0.868685603
Stripped,Wild Horses,trust,0.99889648
Stripped,Let It Bleed,trust,0.5151546
Stripped,Dead Flowers,sadness,0.535754025
Stripped,Slipping Away,sadness,0.684824705
Stripped,Angie,sadness,0.567510188
Stripped,Love In Vain,trust,0.527331769
Stripped,Sweet Virginia,trust,0.399101883
Stripped,Little Baby,trust,0.762919128
Bridges To Babylon,Flip The Switch,sadness,0.60591042
Bridges To Babylon,Anybody Seen My Baby?,trust,0.629787087
Bridges To Babylon,Low Down,sadness,0.558291078
Bridges To Babylon,Already Over Me,sadness,0.615521252
Bridges To Babylon,Gunface,sadness,0.643025219
Bridges To Babylon,You Don't Have To Mean It,trust,0.74807775
Bridges To Babylon,Out Of Control,trust,0.700600743
Bridges To Babylon,Saint Of Me,trust,0.61249131
Bridges To Babylon,Might As Well Get Juiced,sadness,0.610515893
Bridges To Babylon,Always Suffering,trust,0.651479661
Bridges To Babylon,Too Tight,sadness,0.52609235
Bridges To Babylon,Thief In The Night,sadness,0.584448993
Bridges To Babylon,How Can I Stop?,trust,0.706635118
A Bigger Bang,Rough Justice,sadness,0.584653437
A Bigger Bang,Let Me Down Slow,trust,0.705754876
A Bigger Bang,It Won't Take Long,sadness,0.569748104
A Bigger Bang,Rain Fall Down,trust,0.590612054
A Bigger Bang,Streets Of Love,trust,0.627075076
A Bigger Bang,Back Of My Hand,trust,0.814344764
A Bigger Bang,She Saw Me Coming,trust,0.636111736
A Bigger Bang,Biggest Mistake,trust,0.63551414
A Bigger Bang,This Place Is Empty,trust,0.669042766
A Bigger Bang,"Oh No, Not You Again",sadness,0.75190407
A Bigger Bang,Dangerous Beauty,trust,0.507430613
A Bigger Bang,"Laugh, I Nearly Died",trust,0.588295579
A Bigger Bang,Sweet Neo Con,sadness,0.654361904
A Bigger Bang,Look What The Cat Dragged In,sadness,0.702106774
A Bigger Bang,Driving Too Fast,sadness,0.556044221
A Bigger Bang,Infamy,sadness,0.525700152
